Company	Revenue Type	Commodity	Revenue		
QUARLES & BRADY LLP	BLM - Permit Fees	Locatable Minerals	$209,250.00 		
QUARRY 187 LLC	BLM - Permit Fees	Mineral Materials	$468,262.40 		
QUESTAR CORP	ONRR - Other Revenues	Oil & Gas	$750,665.81 		
R & R ROYALTY LTD	ONRR - Other Revenues	Oil & Gas	$3,224.00 		
R & R ROYALTY LTD	ONRR - Royalties	Oil	$4,215.00 		
R & R ROYALTY LTD	ONRR/BLM - Rents	Oil & Gas	$1,076,754.00 		
RANGEFRONT GEOLOGICAL	BLM - Permit Fees	Locatable Minerals	$127,182.00 		
RASCAL LITHIUM LLC	BLM - Permit Fees	Locatable Minerals	$320,893.00 		
RDL CONSTRUCTION	BLM - Permit Fees	Mineral Materials	$218,830.00 		
READ & STEVENS INC	BLM - Permit Fees	Oil & Gas	$9,705.00 		
READ & STEVENS INC	ONRR - Other Revenues	Oil & Gas	$3,362.33 		
READ & STEVENS INC	ONRR - Royalties	Gas	$372,754.69 		
READ & STEVENS INC	ONRR - Royalties	Oil	$1,047,594.26 		
READ & STEVENS INC	ONRR/BLM - Rents	Oil & Gas	$16,686.00 		
RED MOUNTAIN MINING INC	BLM - Permit Fees	Mineral Materials	$223,950.96 		
RED RIVER COAL CO INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$181,700.27 		
RED WILLOW OFFSHORE LLC	ONRR - Other Revenues	Oil & Gas	$330,000.00 		
RED WILLOW OFFSHORE LLC	ONRR - Royalties	Gas	$153,464.31 		
RED WILLOW OFFSHORE LLC	ONRR - Royalties	Oil	$4,379,695.56 		
REDBUD E&P INC	ONRR - Royalties	Gas	$111,731.57 		
REES'S ENTERPRISE	BLM - Permit Fees	Mineral Materials	$149,828.98 		
REGENERATION ENERGY CORP	BLM - Permit Fees	Oil & Gas	$190.00 		
REGENERATION ENERGY CORP	ONRR - Other Revenues	Oil & Gas	$16,100.00 		
REGENERATION ENERGY CORP	ONRR - Royalties	Gas	$186,619.27 		
REMNANT OIL OPERATING LLC	ONRR - Other Revenues	Oil & Gas	$31,319.80 		
REMNANT OIL OPERATING LLC	ONRR - Royalties	Gas	$81,375.21 		
REMNANT OIL OPERATING LLC	ONRR - Royalties	Oil	$61,751.67 		
REMNANT OIL OPERATING LLC	ONRR/BLM - Rents	Oil & Gas	$360.22 		
RENAISSANCE EXPLORATION INC	BLM - Permit Fees	Locatable Minerals	$321,145.00 		
RENAISSANCE OFFSHORE LLC	ONRR - Inspection Fees	Oil & Gas	$472,100.00 		
RENAISSANCE OFFSHORE LLC	ONRR - Other Revenues	N/A	$325.07 		
RENAISSANCE OFFSHORE LLC	ONRR - Other Revenues	Oil & Gas	$44,175.67 		
RENAISSANCE OFFSHORE LLC	ONRR - Royalties	Gas	$1,798,725.95 		
RENAISSANCE OFFSHORE LLC	ONRR - Royalties	Oil	$15,804,659.00 		
RENOS LAND & MINERALS	ONRR - Other Revenues	Oil & Gas	$6,730.11 		
RENOS LAND & MINERALS	ONRR - Royalties	Oil	$38,694.91 		
RENOS LAND & MINERALS	ONRR/BLM - Rents	Oil & Gas	$100,616.50 		
REPSOL S.A.	ONRR - Other Revenues	Oil & Gas	$6,119.89 		
REPSOL S.A.	ONRR - Royalties	Gas	$915,439.55 		
REPSOL S.A.	ONRR - Royalties	Oil	$22,225,458.81 		
REPSOL S.A.	ONRR/BLM - Bonus	Oil & Gas	$920,000.00 		
REPSOL S.A.	ONRR/BLM - Rents	Oil & Gas	$3,082,674.00 		
RES COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$299,322.08 		
RESOLUTION COPPER MINING	BLM - Permit Fees	Locatable Minerals	$426,143.00 		
RETAMCO OPERATING INC	BLM - Permit Fees	Oil & Gas	$5,595.00 		
RETAMCO OPERATING INC	ONRR - Other Revenues	Oil & Gas	$4,704.00 		
RETAMCO OPERATING INC	ONRR - Royalties	Gas	$39,182.91 		
RETAMCO OPERATING INC	ONRR - Royalties	Oil	$25,679.35 		
RETAMCO OPERATING INC	ONRR/BLM - Bonus	Oil & Gas	$189,958.00 		
RETAMCO OPERATING INC	ONRR/BLM - Rents	Oil & Gas	$89,195.50 		
REVELATION ENERGY LLC	ONRR - Other Revenues	Coal	Withheld		
REVELATION ENERGY LLC	ONRR - Royalties	Coal	Withheld		
REVELATION ENERGY LLC	ONRR/BLM - Rents	Coal	Withheld		
REVELATION ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$447,580.20 		
RHINO RESOURCE PARTNERS LP	ONRR - Royalties	Coal	Withheld		
RHINO RESOURCE PARTNERS LP	ONRR/BLM - Rents	Coal	Withheld		
RHINO RESOURCE PARTNERS LP	OSMRE - AML Fees including Audits and Late Charges 	Coal	$316,867.16 		
RICE CONSTRUCTION CO	BLM - Permit Fees	Mineral Materials	$179,768.16 		
RICHARDSON OIL	ONRR - Other Revenues	N/A	$243.00 		
RICHARDSON OIL	ONRR - Other Revenues	Oil & Gas	$123,777.51 		
RICHARDSON OIL	ONRR - Royalties	Gas	$192,385.00 		
RICHARDSON OIL	ONRR - Royalties	Oil	$603,740.18 		
RICHARDSON OIL	ONRR - Royalties	Other Commodities	$49,337.74 		
RICHARDSON OIL	ONRR/BLM - Rents	Oil & Gas	$20,733.25 		
RIDGE ENERGY PARTNERS	ONRR - Other Revenues	Oil & Gas	$746.30 		
RIDGE ENERGY PARTNERS	ONRR/BLM - Bonus	Oil & Gas	$346,980.00 		
RIDGE ENERGY PARTNERS	ONRR/BLM - Rents	Oil & Gas	$98,656.00 		
RIDGELAKE ENERGY INC	ONRR - Other Revenues	Oil & Gas	$1,214.31 		
RIDGELAKE ENERGY INC	ONRR - Royalties	Gas	$16,824.93 		
RIDGELAKE ENERGY INC	ONRR - Royalties	Oil	$1,657,110.95 		
RIDGELAKE ENERGY INC	ONRR/BLM - Rents	Oil & Gas	$33,499.00 		
RIDGEWOOD ENERGY CORP	ONRR - Other Revenues	Oil & Gas	($325,666.84)		
RIDGEWOOD ENERGY CORP	ONRR - Royalties	Gas	$453,307.69 		
RIDGEWOOD ENERGY CORP	ONRR - Royalties	Oil	$14,511,784.44 		
RIDGEWOOD ENERGY CORP	ONRR/BLM - Bonus	Oil & Gas	$11,679,193.00 		
RIDGEWOOD ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	$950,400.00 		
RIM OPERATING INC	BLM - Permit Fees	Oil & Gas	$8,075.00 		
RIM OPERATING INC	ONRR - Other Revenues	Oil & Gas	$52,846.43 		
RIM OPERATING INC	ONRR - Royalties	Gas	$4,335.25 		
RIM OPERATING INC	ONRR - Royalties	Oil	$375,048.94 		
RIM OPERATING INC	ONRR/BLM - Rents	Oil & Gas	$1,160.00 		
RIO GRANDE SILVER INC	BLM - Permit Fees	Locatable Minerals	$109,120.00 		
RIVERSTONE HOLDINGS LLC	ONRR - Inspection Fees	Oil & Gas	$133,600.00 		
RIVERSTONE HOLDINGS LLC	ONRR - Other Revenues	Oil & Gas	$400,039.20 		
RIVERSTONE HOLDINGS LLC	ONRR - Royalties	Gas	$3,960,650.25 		
RIVERSTONE HOLDINGS LLC	ONRR - Royalties	Oil	$15,273,190.87 		
RIVERSTONE HOLDINGS LLC	ONRR/BLM - Bonus	Oil & Gas	$2,247,750.00 		
RIVERSTONE HOLDINGS LLC	ONRR/BLM - Rents	Oil & Gas	$362,705.00 		
RKI EXPLORATION & PRODUCTION LLC	BLM - Permit Fees	Oil & Gas	$119,430.00 		
ROBERT L BAYLESS PRODUCER	ONRR - Other Revenues	Oil & Gas	$15,772.37 		
ROBERT L BAYLESS PRODUCER	ONRR - Royalties	Gas	$618,095.09 		
ROBERT L BAYLESS PRODUCER	ONRR - Royalties	Oil	$286,763.76 		
ROBERT L BAYLESS PRODUCER	ONRR/BLM - Bonus	Oil & Gas	$388,477.00 		
ROBERT L BAYLESS PRODUCER	ONRR/BLM - Rents	Oil & Gas	$111,130.00 		
ROBINSON NEVADA MINING CO	BLM - Permit Fees	Locatable Minerals	$158,871.00 		
ROCKFORD MINING	BLM - Permit Fees	Locatable Minerals	$3,566,070.00 		
ROCKY MOUNTAIN CRUDE OIL LLC	ONRR - Other Revenues	N/A	$243.00 		
ROCKY MOUNTAIN CRUDE OIL LLC	ONRR - Other Revenues	Oil & Gas	$8,147.99 		
ROCKY MOUNTAIN CRUDE OIL LLC	ONRR - Royalties	Gas	$1,190.31 		
ROCKY MOUNTAIN CRUDE OIL LLC	ONRR - Royalties	Oil	$3,930,674.95 		
RODDY PRODUCTION CO LLC	BLM - Permit Fees	Oil & Gas	$285.00 		
RODDY PRODUCTION CO LLC	ONRR - Other Revenues	Oil & Gas	$1,410.00 		
RODDY PRODUCTION CO LLC	ONRR - Royalties	Gas	$123,094.23 		
RODDY PRODUCTION CO LLC	ONRR - Royalties	Oil	$862.49 		
ROOSTER ENERGY LTD	ONRR - Inspection Fees	Oil & Gas	$304,700.00 		
ROOSTER ENERGY LTD	ONRR - Other Revenues	N/A	$244.25 		
ROOSTER ENERGY LTD	ONRR - Other Revenues	Oil & Gas	($3,653.80)		
ROOSTER ENERGY LTD	ONRR - Royalties	Gas	$1,441,157.28 		
ROOSTER ENERGY LTD	ONRR - Royalties	Oil	$372,873.31 		
ROOSTER ENERGY LTD	ONRR/BLM - Rents	Oil & Gas	$70,900.00 		
ROSEBUD MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	$489,696.28 		
ROSEWOOD RESOURCES INC	ONRR - Other Revenues	Oil & Gas	$12,839.84 		
ROSEWOOD RESOURCES INC	ONRR - Royalties	Gas	$270,550.38 		
ROSEWOOD RESOURCES INC	ONRR - Royalties	Oil	$21,415.32 		
ROSEWOOD RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	$8,764.00 		
ROSS EXPLORATIONS INC	ONRR - Other Revenues	Oil & Gas	$11,988.14 		
ROSS EXPLORATIONS INC	ONRR - Royalties	Gas	$146,398.98 		
ROSS EXPLORATIONS INC	ONRR/BLM - Rents	Oil & Gas	$28,166.00 		
ROUND MOUNTAIN GOLD CORP	BLM - Permit Fees	Locatable Minerals	$505,030.00 		
RTE LAND INC	BLM - Permit Fees	Oil & Gas	$4,960.00 		
RTE LAND INC	ONRR/BLM - Bonus	Oil & Gas	$13,732,517.00 		
RTE LAND INC	ONRR/BLM - Rents	Oil & Gas	$75,469.50 		
RUBY HILL MINING CO LLC	BLM - Permit Fees	Locatable Minerals	$124,465.00 		
RYCKMAN CREEK RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$19,000.00 		
RYCKMAN CREEK RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	$140,762.56 		
RYE PATCH GOLD US INC	BLM - Permit Fees	Locatable Minerals	$167,780.00 		
SACRAMENTO MUNICIPAL UTILITY DISTRICT	ONRR - Other Revenues	Oil & Gas	($125,714.23)		
SACRAMENTO MUNICIPAL UTILITY DISTRICT	ONRR - Royalties	Gas	$1,019,692.17 		
SAGA PETROLEUM	ONRR - Other Revenues	Oil & Gas	$25,004.10 		
SAGA PETROLEUM	ONRR - Royalties	Gas	$193,277.38 		
SAGA PETROLEUM	ONRR - Royalties	Oil	$226,252.79 		
SAGA PETROLEUM	ONRR/BLM - Rents	Oil & Gas	$6,778.75 		
SAMSON RESOURCES CO	BLM - Permit Fees	Mineral Materials	$4,038.99 		
SAMSON RESOURCES CO	BLM - Permit Fees	Oil & Gas	$34,910.00 		
SAMSON RESOURCES CO	ONRR - Other Revenues	N/A	$436.00 		
SAMSON RESOURCES CO	ONRR - Other Revenues	Oil & Gas	$62,949.31 		
SAMSON RESOURCES CO	ONRR - Royalties	Gas	$4,213,266.47 		
SAMSON RESOURCES CO	ONRR - Royalties	Oil	$4,055,423.69 		
SAMSON RESOURCES CO	ONRR/BLM - Rents	Oil & Gas	$155,068.00 		
SAMSUNG C&T AMERICA INC	ONRR - Other Revenues	Oil & Gas	$947.57 		
SAMSUNG C&T AMERICA INC	ONRR - Royalties	Gas	$144,884.92 		
SAMSUNG C&T AMERICA INC	ONRR - Royalties	Oil	$234,591.23 		
SAN JUAN RESOURCES INC	ONRR - Other Revenues	Oil & Gas	$8,286.67 		
SAN JUAN RESOURCES INC	ONRR - Royalties	Gas	$98,414.88 		
SAN JUAN RESOURCES INC	ONRR - Royalties	Oil	$22,255.06 		
SAN MIGUEL ELECTRIC COOPERATIVE	OSMRE - AML Fees including Audits and Late Charges 	Coal	$237,246.74 		
SANDRIDGE ENERGY INC	BLM - Permit Fees	Oil & Gas	$255.00 		
SANDRIDGE ENERGY INC	ONRR - Other Revenues	Oil & Gas	($41,139.71)		
SANDRIDGE ENERGY INC	ONRR - Royalties	Gas	$865,426.90 		
SANDRIDGE ENERGY INC	ONRR - Royalties	Oil	$301,725.08 		
SANDRIDGE ENERGY INC	ONRR/BLM - Bonus	Oil & Gas	$1,130.00 		
SANDRIDGE ENERGY INC	ONRR/BLM - Rents	Oil & Gas	$98,225.66 		
SCHALK DEVELOPMENT CO	ONRR - Other Revenues	Oil & Gas	$34,618.62 		
SCHALK DEVELOPMENT CO	ONRR - Royalties	Gas	$336,438.51 		
SCHALK DEVELOPMENT CO	ONRR - Royalties	Oil	$5,609.85 		
SCOUT ENERGY MANAGEMENT LLC	BLM - Permit Fees	Oil & Gas	$11,510.00 		
SCOUT ENERGY MANAGEMENT LLC	ONRR - Other Revenues	Oil & Gas	$87,263.82 		
SCOUT ENERGY MANAGEMENT LLC	ONRR - Royalties	Gas	$1,384,282.05 		
SCOUT ENERGY MANAGEMENT LLC	ONRR - Royalties	Oil	$197.92 		
SCOUT ENERGY MANAGEMENT LLC	ONRR/BLM - Rents	Oil & Gas	$23,125.00 		
SEARLES VALLEY MINERALS	BLM - Permit Fees	Other Leasable Minerals	$160.00 		
SEARLES VALLEY MINERALS	ONRR - Royalties	Other Commodities	$9,780,993.48 		
SEARLES VALLEY MINERALS	ONRR/BLM - Rents	Sodium	($10,497.00)		
SERVICE ROCK PRODUCTS	BLM - Permit Fees	Mineral Materials	$259,261.56 		
SG INTERESTS LTD	ONRR - Other Revenues	Oil & Gas	$30,611.74 		
SG INTERESTS LTD	ONRR - Royalties	Gas	$666,281.97 		
SG INTERESTS LTD	ONRR - Royalties	Oil	$22,960.56 		
SG INTERESTS LTD	ONRR/BLM - Rents	Oil & Gas	$30,856.50 		
SHALE XP	ONRR - Other Revenues	N/A	$243.00 		
SHALE XP	ONRR - Other Revenues	Oil & Gas	$60,498.50 		
SHALE XP	ONRR - Royalties	Gas	$225,397.18 		
SHALE XP	ONRR - Royalties	Oil	$330,923.24 		
SHELL	ONRR - Civil Penalties	N/A	$84,000.00 		
SHELL	ONRR - Inspection Fees	Oil & Gas	$3,174,900.00 		
SHELL	ONRR - Other Revenues	N/A	$2,054.03 		
SHELL	ONRR - Other Revenues	Oil & Gas	($1,112,115.82)		
SHELL	ONRR - Other Revenues	Sodium	$6,561.00 		
SHELL	ONRR - Royalties	Gas	$52,830,280.36 		
SHELL	ONRR - Royalties	Oil	$436,451,721.47 		
SHELL	ONRR/BLM - Bonus	Oil & Gas	$78,129,787.00 		
SHELL	ONRR/BLM - Rents	Oil & Gas	$11,920,710.09 		
SHERIDAN PRODUCTION CO LLC	ONRR - Other Revenues	Oil & Gas	$2,533.32 		
SHERIDAN PRODUCTION CO LLC	ONRR - Royalties	Gas	$7,859.49 		
SHERIDAN PRODUCTION CO LLC	ONRR - Royalties	Oil	$1,864,795.55 		
SHERIDAN PRODUCTION CO LLC	ONRR/BLM - Rents	Oil & Gas	$1,364.00 		
SIERRA LITHIUM, LLC	BLM - Permit Fees	Locatable Minerals	$177,650.00 		
SIERRA NEVADA GOLD USA INC	BLM - Permit Fees	Locatable Minerals	$124,415.00 		
SIGNAL HILL CO LLC	ONRR - Other Revenues	Oil & Gas	$3,158.00 		
SIGNAL HILL CO LLC	ONRR - Royalties	Gas	$2,160.65 		
SIGNAL HILL CO LLC	ONRR - Royalties	Oil	$1,029,487.41 		
SIGNAL HILL CO LLC	ONRR/BLM - Rents	Oil & Gas	$960.00 		
SIGNAL PEAK ENERGY LLC	ONRR - Royalties	Coal	Withheld		
SIGNAL PEAK ENERGY LLC	ONRR/BLM - Rents	Coal	Withheld		
SIGNAL PEAK ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$645,279.21 		
SILVER OPPORTUNITY PARTNERS LLC	BLM - Permit Fees	Locatable Minerals	$159,960.00 		
SINCLAIR OIL CORP	ONRR - Other Revenues	Oil & Gas	$36,096.94 		
SINCLAIR OIL CORP	ONRR - Royalties	Gas	$36,148.90 		
SINCLAIR OIL CORP	ONRR - Royalties	Oil	$1,503,699.35 		
SINCLAIR OIL CORP	ONRR/BLM - Rents	Oil & Gas	($800.00)		
SINGATSE PEAK SERVICES LLC	BLM - Permit Fees	Locatable Minerals	$219,480.00 		
SLAWSON EXPLORATION CO	BLM - Permit Fees	Oil & Gas	$522,110.00 		
SLAWSON EXPLORATION CO	ONRR - Civil Penalties	N/A	$14,640.00 		
SLAWSON EXPLORATION CO	ONRR - Other Revenues	Oil & Gas	$45,783.73 		
SLAWSON EXPLORATION CO	ONRR - Royalties	Gas	$152,079.40 		
SLAWSON EXPLORATION CO	ONRR - Royalties	Oil	$3,692,410.35 		
SLAWSON EXPLORATION CO	ONRR/BLM - Rents	Oil & Gas	$20,315.00 		
SLEEPER MINING CO LLC	BLM - Permit Fees	Locatable Minerals	$304,420.00 		
SM ENERGY CO	BLM - Permit Fees	Oil & Gas	$155,395.00 		
SM ENERGY CO	ONRR - Other Revenues	N/A	$216.86 		
SM ENERGY CO	ONRR - Other Revenues	Oil & Gas	$75,734.02 		
SM ENERGY CO	ONRR - Royalties	Gas	$1,212,717.20 		
SM ENERGY CO	ONRR - Royalties	Oil	$4,307,344.86 		
SM ENERGY CO	ONRR/BLM - Rents	Oil & Gas	$101,004.86 		
SMITH & MARRS INC	ONRR - Other Revenues	Oil & Gas	$16,478.30 		
SMITH & MARRS INC	ONRR - Royalties	Gas	$53,345.23 		
SMITH & MARRS INC	ONRR - Royalties	Oil	$83,519.54 		
SND ENERGY CO INC	ONRR - Other Revenues	Oil & Gas	$6,423.23 		
SND ENERGY CO INC	ONRR - Royalties	Gas	$812,390.11 		
SND ENERGY CO INC	ONRR - Royalties	Oil	$31,183.75 		
SND ENERGY CO INC	ONRR/BLM - Rents	Oil & Gas	$360.00 		
SNOWSTORM EXPLORATION LLC	BLM - Permit Fees	Locatable Minerals	$151,400.00 		
SOJITZ ENERGY VENTURE INC	ONRR - Other Revenues	Oil & Gas	($1,000.00)		
SOJITZ ENERGY VENTURE INC	ONRR - Royalties	Gas	$6,296.71 		
SOJITZ ENERGY VENTURE INC	ONRR - Royalties	Oil	$772,526.01 		
SOLAR SOURCES INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$693,259.08 		
SOLIDUS RESOURCES LLC	BLM - Permit Fees	Locatable Minerals	$175,655.00 		
SOLVAY	ONRR - Other Revenues	Phosphate	$7,160.34 		
SOLVAY	ONRR - Other Revenues	Sodium	$69,750.69 		
SOLVAY	ONRR - Royalties	Other Commodities	$10,924,862.84 		
SOLVAY	ONRR/BLM - Rents	Phosphate	$2,255.00 		
SOURCEGAS	ONRR - Other Revenues	N/A	$436.00 		
SOURCEGAS	ONRR - Other Revenues	Oil & Gas	$104,673.29 		
SOURCEGAS	ONRR - Royalties	Gas	$281.81 		
SOURCEGAS	ONRR/BLM - Rents	Oil & Gas	$938.00 		
SOUTHEASTERN LAND LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$692,933.98 		
SOUTHERN CALIFORNIA GAS CO	ONRR - Other Revenues	Oil & Gas	$198,112.76 		
SOUTHERN CALIFORNIA GAS CO	ONRR/BLM - Rents	Oil & Gas	$628.00 		
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY	ONRR - Other Revenues	Oil & Gas	$11,395.64 		
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY	ONRR - Royalties	Gas	$1,742,398.10 		
SOUTHLAND ROYALTY CO LLC	BLM - Permit Fees	Oil & Gas	$289,680.00 		
SOUTHLAND ROYALTY CO LLC	ONRR - Other Revenues	N/A	$1,944.00 		
SOUTHLAND ROYALTY CO LLC	ONRR - Other Revenues	Oil & Gas	$190,723.19 		
SOUTHLAND ROYALTY CO LLC	ONRR - Royalties	Gas	$12,945,957.50 		
SOUTHLAND ROYALTY CO LLC	ONRR - Royalties	Oil	$751,810.70 		
SOUTHLAND ROYALTY CO LLC	ONRR/BLM - Bonus	Oil & Gas	$475,418.00 		
SOUTHLAND ROYALTY CO LLC	ONRR/BLM - Rents	Oil & Gas	$14,776.00 		
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR - Other Revenues	Oil & Gas	$104,394.64 		
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR - Royalties	Gas	$451,901.43 		
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR - Royalties	Oil	$41.76 		
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR/BLM - Bonus	Oil & Gas	$320.00 		
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR/BLM - Rents	Oil & Gas	$88,134.00 		
SOUTHWESTERN PRODUCTION CORP.	ONRR - Other Revenues	Oil & Gas	$163.40 		
SOUTHWESTERN PRODUCTION CORP.	ONRR - Royalties	Oil	$106,075.65 		
SPECIAL ENERGY CORP	ONRR - Other Revenues	N/A	$243.00 		
SPECIAL ENERGY CORP	ONRR - Other Revenues	Oil & Gas	$7,310.71 		
SPECIAL ENERGY CORP	ONRR - Royalties	Gas	$279,012.88 		
SPECIAL ENERGY CORP	ONRR - Royalties	Oil	$57,322.51 		
SPRING CREEK COAL LLC	BLM - Permit Fees	Coal	$150,993.25 		
STAKEHOLDER ENERGY LLC	BLM - Permit Fees	Locatable Minerals	$103,230.00 		
STANDARD ENERGY CORP	ONRR - Royalties	Gas	$126,729.72 		
STANDARD MINERALS LLC	BLM - Permit Fees	Locatable Minerals	$219,420.00 		
STANDARD STEAM TRUST LLC	ONRR/BLM - Rents	Geothermal	$116,403.00 		
STATOIL	BLM - Permit Fees	Oil & Gas	$97,140.00 		
STATOIL	ONRR - Other Revenues	N/A	$729.00 		
STATOIL	ONRR - Other Revenues	Oil & Gas	$2,536,503.78 		
STATOIL	ONRR - Royalties	Gas	$4,018,519.33 		
STATOIL	ONRR - Royalties	Oil	$58,127,786.32 		
STATOIL	ONRR/BLM - Bonus	Oil & Gas	$49,500,592.00 		
STATOIL	ONRR/BLM - Bonus	Wind	$42,469,725.00 		
STATOIL	ONRR/BLM - Rents	Oil & Gas	$4,616,306.00 		
STATOIL	ONRR/BLM - Rents	Wind	$238,050.00 		
STEPHEN SMITH INC	ONRR/BLM - Bonus	Oil & Gas	$69,134.00 		
STEPHEN SMITH INC	ONRR/BLM - Rents	Oil & Gas	$116,431.00 		
STEPHENS & JOHNSON OPERATING CO	ONRR - Royalties	Gas	$710.21 		
STEPHENS & JOHNSON OPERATING CO	ONRR - Royalties	Oil	$212,353.15 		
STEPHENS PRODUCTION CO	BLM - Permit Fees	Oil & Gas	$49,965.00 		
STEPHENS PRODUCTION CO	ONRR - Other Revenues	Oil & Gas	$17,257.56 		
STEPHENS PRODUCTION CO	ONRR - Royalties	Gas	$519,663.07 		
STEPHENS PRODUCTION CO	ONRR/BLM - Rents	Oil & Gas	$130,846.00 		
STERLING GOLD MINING CORP	BLM - Permit Fees	Locatable Minerals	$217,775.00 		
STILLWATER MINING CO	BLM - Permit Fees	Locatable Minerals	$243,325.00 		
STONE ENERGY	BLM - Permit Fees	Oil & Gas	$95.00 		
STONE ENERGY	ONRR - Inspection Fees	Oil & Gas	$152,500.00 		
STONE ENERGY	ONRR - Other Revenues	Oil & Gas	$587,927.07 		
STONE ENERGY	ONRR - Royalties	Gas	$3,340,137.57 		
STONE ENERGY	ONRR - Royalties	Oil	$35,423,631.72 		
STONE ENERGY	ONRR/BLM - Rents	Oil & Gas	$1,470,279.00 		
STRATA ENERGY INC	BLM - Permit Fees	Locatable Minerals	$129,205.00 		
STRATA PRODUCTION CO	BLM - Permit Fees	Oil & Gas	$9,905.00 		
STRATA PRODUCTION CO	ONRR - Other Revenues	Oil & Gas	$6,694.12 		
STRATA PRODUCTION CO	ONRR - Royalties	Gas	$150,971.90 		
STRATA PRODUCTION CO	ONRR - Royalties	Oil	$202,066.73 		
STROUD EXPLORATION INC	BLM - Permit Fees	Oil & Gas	$160.00 		
STROUD EXPLORATION INC	ONRR - Royalties	Oil	$532,220.76 		
STROUD EXPLORATION INC	ONRR/BLM - Bonus	Oil & Gas	$384,193.00 		
STROUD EXPLORATION INC	ONRR/BLM - Rents	Oil & Gas	$5,050.50 		
SUMMIT GAS RESOURCES INC	ONRR - Other Revenues	Oil & Gas	$23,712.85 		
SUMMIT GAS RESOURCES INC	ONRR - Royalties	Gas	$129,280.38 		
SUMMIT GAS RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	$328,360.00 		
SUNRISE COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$802,450.47 		
SUNSHINE VALLEY PETROLEUM CORP	BLM - Permit Fees	Oil & Gas	$3,135.00 		
SUNSHINE VALLEY PETROLEUM CORP	ONRR - Other Revenues	Oil & Gas	$16,327.69 		
SUNSHINE VALLEY PETROLEUM CORP	ONRR - Royalties	Gas	$27,867.55 		
SUNSHINE VALLEY PETROLEUM CORP	ONRR - Royalties	Oil	$255,451.72 		
SUPERIOR READY MIX CONCRETE LP	BLM - Permit Fees	Mineral Materials	$251,095.14 		
SWEATT CONSTRUCTION INC	BLM - Permit Fees	Mineral Materials	$126,415.00 		
SWEVCO-SABW LLC	BLM - Permit Fees	Oil & Gas	$288,920.00 		
SYNERGY OFFSHORE LLC	BLM - Permit Fees	Oil & Gas	$540.00 		
SYNERGY OFFSHORE LLC	ONRR - Other Revenues	Oil & Gas	$26,861.91 		
SYNERGY OFFSHORE LLC	ONRR - Royalties	Gas	$12,128.07 		
SYNERGY OFFSHORE LLC	ONRR - Royalties	Oil	$228,502.83 		
SYNERGY OFFSHORE LLC	ONRR/BLM - Bonus	Oil & Gas	$5,601.00 		
SYNERGY OFFSHORE LLC	ONRR/BLM - Rents	Oil & Gas	$6,300.50 		
SYNERGY RESOURCES CORP	ONRR - Other Revenues	Oil & Gas	$12,470.94 		
SYNERGY RESOURCES CORP	ONRR - Royalties	Gas	$75,068.18 		
SYNERGY RESOURCES CORP	ONRR - Royalties	Oil	$190,903.49 		
SYNERGY RESOURCES CORP	ONRR/BLM - Rents	Oil & Gas	$1,218.00 		
T.H. MCELVAIN OIL & GAS	ONRR - Other Revenues	Oil & Gas	$82,263.80 		
T.H. MCELVAIN OIL & GAS	ONRR - Royalties	Gas	$2,116,675.57 		
T.H. MCELVAIN OIL & GAS	ONRR - Royalties	Oil	$92,896.23 		
T.H. MCELVAIN OIL & GAS	ONRR/BLM - Rents	Oil & Gas	$2,832.00 		
TALOS ENERGY LLC	ONRR - Civil Penalties	N/A	$73,954.00 		
TALOS ENERGY LLC	ONRR - Inspection Fees	Oil & Gas	$61,000.00 		
TALOS ENERGY LLC	ONRR - Other Revenues	N/A	$737.77 		
TALOS ENERGY LLC	ONRR - Other Revenues	Oil & Gas	$1,744,878.98 		
TALOS ENERGY LLC	ONRR - Royalties	Gas	$1,937,423.71 		
TALOS ENERGY LLC	ONRR - Royalties	Oil	$47,810,995.43 		
TALOS ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	$828,780.00 		
TANA EXPLORATION CO LLC	ONRR - Inspection Fees	Oil & Gas	$201.76 		
TANA EXPLORATION CO LLC	ONRR - Other Revenues	N/A	$397.02 		
