Company Name,Revenue Type,Commodity,Revenue,
NORTHSTAR OFFSHORE GROUP LLC,Inspection Fees,Oil & Gas,236500,
NORTHSTAR OFFSHORE GROUP LLC,Other Revenues,Oil & Gas,35107.07,
NORTHSTAR OFFSHORE GROUP LLC,Rents,Oil & Gas,338890,
NORTHSTAR OFFSHORE GROUP LLC,Royalties,Gas,599704.09,
NORTHSTAR OFFSHORE GROUP LLC,Royalties,Oil,2814557.23,
NORTHWESTERN ENERGY,Other Revenues,N/A,428,
NORTHWESTERN ENERGY,Other Revenues,Oil & Gas,46142.64,
NORTHWESTERN ENERGY,Rents,Oil & Gas,1600,
NORTHWESTERN ENERGY,Royalties,Gas,127518.41,
NORTHWESTERN ENERGY,Royalties,Oil,12694.98,
NORTHWESTERN MUTUAL LIFE INSURANCE,Other Revenues,Oil & Gas,11255.15,
NORTHWESTERN MUTUAL LIFE INSURANCE,Royalties,Gas,998426.03,
NORTHWESTERN MUTUAL LIFE INSURANCE,Royalties,Oil,36165.13,
NUCOR ENERGY HOLDINGS INC,Other Revenues,Oil & Gas,901784.24,
NUCOR ENERGY HOLDINGS INC,Royalties,Gas,7044199.25,
NUCOR ENERGY HOLDINGS INC,Royalties,Oil,22607.93,
NU-WEST INDUSTRIES INC,Other Revenues,Phosphate,46612.47,
NU-WEST INDUSTRIES INC,Rents,Phosphate,0,
NU-WEST INDUSTRIES INC,Royalties,Other Commodities,3959536.88,
OASIS PETROLEUM NORTH AMERICA LLC,Bonus,Oil & Gas,2362000,
OASIS PETROLEUM NORTH AMERICA LLC,Other Revenues,Oil & Gas,72480.77,
OASIS PETROLEUM NORTH AMERICA LLC,Rents,Oil & Gas,29298.88,
OASIS PETROLEUM NORTH AMERICA LLC,Royalties,Gas,151214.67,
OASIS PETROLEUM NORTH AMERICA LLC,Royalties,Oil,3543130.43,
OCCIDENTAL PETROLEUM CORP,Bonus,Oil & Gas,280287,
OCCIDENTAL PETROLEUM CORP,Other Revenues,N/A,428,
OCCIDENTAL PETROLEUM CORP,Other Revenues,Oil & Gas,-24719.21,
OCCIDENTAL PETROLEUM CORP,Rents,Oil & Gas,332555.33,
OCCIDENTAL PETROLEUM CORP,Royalties,Gas,16568956.11,
OCCIDENTAL PETROLEUM CORP,Royalties,Oil,57464758.37,
OCCIDENTAL PETROLEUM CORP,Royalties,Other Commodities,938577.44,
OCI WYOMING LP,Other Revenues,Sodium,22758.69,
OCI WYOMING LP,Rents,Sodium,7295,
OCI WYOMING LP,Royalties,Other Commodities,10264605.48,
OMIMEX RESOURCES INC,Other Revenues,N/A,1308,
OMIMEX RESOURCES INC,Other Revenues,Oil & Gas,21443.03,
OMIMEX RESOURCES INC,Rents,Oil & Gas,7412.5,
OMIMEX RESOURCES INC,Royalties,Gas,572508.47,
OMIMEX RESOURCES INC,Royalties,Oil,138134.6,
OMIMEX RESOURCES INC,Royalties,Other Commodities,18555.34,
One Mine and One Product,Other Revenues,Coal,243.79,
One Mine and One Product,Rents,Coal,10800,
One Mine and One Product,Royalties,Coal,271575.15,
ONLINE RESOURCES INC,Other Revenues,Oil & Gas,1074.95,
ONLINE RESOURCES INC,Royalties,Gas,8959.17,
ONLINE RESOURCES INC,Royalties,Oil,135088.74,
ONSHORE HOLDINGS LLC,Other Revenues,Oil & Gas,1804.02,
ONSHORE HOLDINGS LLC,Rents,Oil & Gas,186025.5,
ORMAT NEVADA INC,Bonus,Geothermal,93882,
ORMAT NEVADA INC,Other Revenues,Geothermal,106104.34,
ORMAT NEVADA INC,Other Revenues,N/A,27,
ORMAT NEVADA INC,Rents,Geothermal,754621,
ORMAT NEVADA INC,Royalties,Geothermal,1083944.7,
OSBORN HEIRS COMPANY LTD,Other Revenues,Oil & Gas,708.86,
OSBORN HEIRS COMPANY LTD,Rents,Oil & Gas,46282,
OSBORN HEIRS COMPANY LTD,Royalties,Gas,62483.74,
OXBOW ENERGY CORP,Bonus,Oil & Gas,170962.5,
OXBOW ENERGY CORP,Other Revenues,Oil & Gas,3578.19,
OXBOW ENERGY CORP,Rents,Oil & Gas,113346.7,
OXBOW ENERGY CORP,Royalties,Gas,476594.76,
OXBOW MINING INC,Rents,Coal,17790,
OXBOW MINING INC,Royalties,Coal,1255595.27,
P4 PRODUCTION LLC,Other Revenues,Phosphate,25650,
P4 PRODUCTION LLC,Rents,Phosphate,120,
P4 PRODUCTION LLC,Royalties,Other Commodities,1194584.37,
PABLO OPERATING COMPANY,Other Revenues,Oil & Gas,53439.06,
PABLO OPERATING COMPANY,Royalties,Gas,283594.42,
PACE DIVERSIFIED CORP,Other Revenues,Oil & Gas,4506.9,
PACE DIVERSIFIED CORP,Royalties,Oil,203375.45,
PACIFIC ENTERPRISES-WESTERN,Other Revenues,N/A,872,
PACIFIC ENTERPRISES-WESTERN,Other Revenues,Oil & Gas,5574.27,
PACIFIC ENTERPRISES-WESTERN,Royalties,Oil,138367.71,
PACIFIC OPERATORS OFFSHORE LLC,Inspection Fees,Oil & Gas,79700,
PACIFIC OPERATORS OFFSHORE LLC,Other Revenues,N/A,326.96,
PACIFIC OPERATORS OFFSHORE LLC,Other Revenues,Oil & Gas,273520.21,
PACIFIC OPERATORS OFFSHORE LLC,Royalties,Gas,147093.27,
PACIFIC OPERATORS OFFSHORE LLC,Royalties,Oil,4043693.72,
PALM ENERGY PARTNERS LLC,Bonus,Oil & Gas,339150,
PALM ENERGY PARTNERS LLC,Inspection Fees,Oil & Gas,67400,
PALM ENERGY PARTNERS LLC,Other Revenues,Oil & Gas,-134206.05,
PALM ENERGY PARTNERS LLC,Rents,Oil & Gas,234436,
PALM ENERGY PARTNERS LLC,Royalties,Gas,4973219.28,
PALM ENERGY PARTNERS LLC,Royalties,Oil,18033549.96,
PALMER PETROLEUM INC,Rents,Oil & Gas,400,
PALMER PETROLEUM INC,Royalties,Oil,179319.37,
PAR MINERALS CORP,Other Revenues,Oil & Gas,2402.15,
PAR MINERALS CORP,Rents,Oil & Gas,61.5,
PAR MINERALS CORP,Royalties,Gas,120500.91,
PAR MINERALS CORP,Royalties,Oil,79903.24,
PAR PETROLEUM CORP,Other Revenues,Oil & Gas,101.41,
PAR PETROLEUM CORP,Rents,Oil & Gas,250266.5,
PAR PETROLEUM CORP,Royalties,Gas,-26269.23,
PAR PETROLEUM CORP,Royalties,Oil,-67.35,
PATARA OIL & GAS LLC,Other Revenues,Oil & Gas,8581.68,
PATARA OIL & GAS LLC,Rents,Oil & Gas,103233.5,
PATARA OIL & GAS LLC,Royalties,Gas,1236995.25,
PATARA OIL & GAS LLC,Royalties,Oil,231709.79,
PAUL & LYNN SAWYER REV LIVING TRUST,Bonus,Oil & Gas,157936,
PAUL & LYNN SAWYER REV LIVING TRUST,Rents,Oil & Gas,28431,
PDP ROYALTY LLC,Rents,Oil & Gas,164832,
PEABODY ENERGY CORP,Bonus,Coal,276787575.7,
PEABODY ENERGY CORP,Other Revenues,Coal,336597.03,
PEABODY ENERGY CORP,Other Revenues,Oil & Gas,1110.01,
PEABODY ENERGY CORP,Rents,Coal,192209.03,
PEABODY ENERGY CORP,Royalties,Coal,188093580.43,
PEABODY ENERGY CORP,Royalties,Gas,2557.74,
PEABODY ENERGY CORP,Royalties,Oil,34263.1,
PEAK POWDER RIVER RESOURCES LLC,Bonus,Oil & Gas,816225,
PEAK POWDER RIVER RESOURCES LLC,Other Revenues,Oil & Gas,240,
PEAK POWDER RIVER RESOURCES LLC,Rents,Oil & Gas,903.5,
PEAK POWDER RIVER RESOURCES LLC,Royalties,Gas,3978.98,
PEAK POWDER RIVER RESOURCES LLC,Royalties,Oil,455371.95,
PEAKVIEW ENERGY COMPANY LLC,Bonus,Oil & Gas,144558,
PEAKVIEW ENERGY COMPANY LLC,Rents,Oil & Gas,2259,
PERCHERON ENERGY LLC,Bonus,Oil & Gas,1208550,
PERCHERON ENERGY LLC,Rents,Oil & Gas,10318.5,
PEREGRINE OIL & GAS LP,Inspection Fees,Oil & Gas,335000,
PEREGRINE OIL & GAS LP,Other Revenues,Oil & Gas,167133.53,
PEREGRINE OIL & GAS LP,Rents,Oil & Gas,36290,
PEREGRINE OIL & GAS LP,Royalties,Gas,4315855.66,
PEREGRINE OIL & GAS LP,Royalties,Oil,3073135.89,
PETRO HARVESTER LLC,Other Revenues,Oil & Gas,776.27,
PETRO HARVESTER LLC,Rents,Oil & Gas,16422,
PETRO HARVESTER LLC,Royalties,Gas,25077.41,
PETRO HARVESTER LLC,Royalties,Oil,1823909.53,
PETRO VENTURES INC,Inspection Fees,Oil & Gas,68000,
PETRO VENTURES INC,Other Revenues,N/A,651.28,
PETRO VENTURES INC,Other Revenues,Oil & Gas,165349.75,
PETRO VENTURES INC,Rents,Oil & Gas,420,
PETRO VENTURES INC,Royalties,Gas,457286.23,
PETRO VENTURES INC,Royalties,Oil,794981.69,
PETROBRAS AMERICA INC,Inspection Fees,Oil & Gas,535500,
PETROBRAS AMERICA INC,Other Revenues,Oil & Gas,1658566.85,
PETROBRAS AMERICA INC,Rents,Oil & Gas,5835510,
PETROBRAS AMERICA INC,Royalties,Gas,1009844.35,
PETROBRAS AMERICA INC,Royalties,Oil,5231745.83,
PETRO-HUNT LLC,Bonus,Oil & Gas,2827893.72,
PETRO-HUNT LLC,Other Revenues,N/A,864,
PETRO-HUNT LLC,Other Revenues,Oil & Gas,52947.42,
PETRO-HUNT LLC,Rents,Oil & Gas,510067.5,
PETRO-HUNT LLC,Royalties,Gas,994093.75,
PETRO-HUNT LLC,Royalties,Oil,11990868.5,
PETROLEUM DEVELOPMENT CORP,Other Revenues,Oil & Gas,335.92,
PETROLEUM DEVELOPMENT CORP,Rents,Oil & Gas,320,
PETROLEUM DEVELOPMENT CORP,Royalties,Gas,45465.56,
PETROLEUM DEVELOPMENT CORP,Royalties,Oil,104671.91,
PETROQUEST ENERGY LLC,Inspection Fees,Oil & Gas,33400,
PETROQUEST ENERGY LLC,Other Revenues,Oil & Gas,845121.91,
PETROQUEST ENERGY LLC,Rents,Oil & Gas,20376,
PETROQUEST ENERGY LLC,Royalties,Gas,2045588.08,
PETROQUEST ENERGY LLC,Royalties,Oil,7042767.95,
PETROX RESOURCES INC,Other Revenues,Oil & Gas,-461.47,
PETROX RESOURCES INC,Royalties,Gas,111401.75,
PETSEC ENERGY INC,Inspection Fees,Oil & Gas,102000,
PETSEC ENERGY INC,Other Revenues,N/A,117.21,
PETSEC ENERGY INC,Other Revenues,Oil & Gas,-183.84,
PETSEC ENERGY INC,Rents,Oil & Gas,185181,
PETSEC ENERGY INC,Royalties,Gas,948752.18,
PETSEC ENERGY INC,Royalties,Oil,293960.26,
PHILIP T SHARPLES TRUST,Other Revenues,Oil & Gas,1624,
PHILIP T SHARPLES TRUST,Rents,Oil & Gas,102177,
PHILIP T SHARPLES TRUST,Royalties,Gas,15225.7,
PHILLIPS 66 COMPANY,Other Revenues,N/A,214,
PHILLIPS 66 COMPANY,Other Revenues,Oil & Gas,4334.26,
PHILLIPS 66 COMPANY,Rents,Oil & Gas,7350,
PHILLIPS 66 COMPANY,Royalties,Gas,2035550.07,
PHILLIPS 66 COMPANY,Royalties,Oil,13849157.9,
PHOENIX HYDROCARBONS OPERATING CORP,Other Revenues,Oil & Gas,0,
PHOENIX HYDROCARBONS OPERATING CORP,Royalties,Gas,222066.55,
PHOENIX HYDROCARBONS OPERATING CORP,Royalties,Oil,3924.06,
PICEANCE ENERGY LLC,Other Revenues,Oil & Gas,57356.55,
PICEANCE ENERGY LLC,Rents,Oil & Gas,1917,
PICEANCE ENERGY LLC,Royalties,Gas,1673121.88,
PICEANCE ENERGY LLC,Royalties,Oil,168479.09,
PIERCE & PIERCE LLC,Bonus,Oil & Gas,6542000,
PIERCE & PIERCE LLC,Rents,Oil & Gas,1260,
PINEDALE INVESTMENT INC,Royalties,Gas,21172.3,
PINEDALE INVESTMENT INC,Royalties,Oil,212557.26,
PIONEER NATURAL RESOURCES USA INC,Bonus,Oil & Gas,35915,
PIONEER NATURAL RESOURCES USA INC,Other Revenues,Oil & Gas,-21887.89,
PIONEER NATURAL RESOURCES USA INC,Rents,Oil & Gas,115039,
PIONEER NATURAL RESOURCES USA INC,Royalties,Gas,1087922.99,
PIONEER OIL & GAS CORP,Bonus,Oil & Gas,101992,
PIONEER OIL & GAS CORP,Other Revenues,Oil & Gas,-59.96,
PIONEER OIL & GAS CORP,Rents,Oil & Gas,29767.67,
PIONEER OIL & GAS CORP,Royalties,Gas,11857,
PIONEER OIL & GAS CORP,Royalties,Oil,1807,
PLAINS MARKETING LP,Other Revenues,N/A,428,
PLAINS MARKETING LP,Other Revenues,Oil & Gas,731.59,
PLAINS MARKETING LP,Rents,Oil & Gas,0,
PLAINS MARKETING LP,Royalties,Gas,67589.31,
PLAINS MARKETING LP,Royalties,Oil,7238191.55,
POC-I LLC,Other Revenues,Oil & Gas,1602,
POC-I LLC,Royalties,Gas,10459,
POC-I LLC,Royalties,Oil,325317.49,
PPC OPERATING COMPANY LLC,Other Revenues,Oil & Gas,798.42,
PPC OPERATING COMPANY LLC,Rents,Oil & Gas,2483,
PPC OPERATING COMPANY LLC,Royalties,Gas,29494.55,
PPC OPERATING COMPANY LLC,Royalties,Oil,425941.02,
PREMIER NATURAL RESOURCES II LLC,Other Revenues,Oil & Gas,0,
PREMIER NATURAL RESOURCES II LLC,Royalties,Gas,1355565.85,
PREMIER NATURAL RESOURCES II LLC,Royalties,Oil,247702.35,
PRIDE ENERGY COMPANY,Bonus,Oil & Gas,-27950,
PRIDE ENERGY COMPANY,Other Revenues,Oil & Gas,4038.99,
PRIDE ENERGY COMPANY,Rents,Oil & Gas,4785.5,
PRIDE ENERGY COMPANY,Royalties,Gas,61592.37,
PRIDE ENERGY COMPANY,Royalties,Oil,201348.88,
PRIMA EXPLORATION INC,Other Revenues,Oil & Gas,924.31,
PRIMA EXPLORATION INC,Rents,Oil & Gas,10528.5,
PRIMA EXPLORATION INC,Royalties,Gas,88231.71,
PRIMA EXPLORATION INC,Royalties,Oil,119377.04,
PRIMERO OPERATING INC,Other Revenues,Oil & Gas,5337.82,
PRIMERO OPERATING INC,Royalties,Gas,40584.63,
PRIMERO OPERATING INC,Royalties,Oil,59166.77,
PRINCIPLE PETROLEUM PARTNERS LLC,Bonus,Oil & Gas,364800,
PRINCIPLE PETROLEUM PARTNERS LLC,Rents,Oil & Gas,720,
PROBE RESOURCES US LTD,Civil Penalties,N/A,200000,
PROBE RESOURCES US LTD,Inspection Fees,Oil & Gas,98900,
PROBE RESOURCES US LTD,Other Revenues,N/A,474.72,
PROBE RESOURCES US LTD,Other Revenues,Oil & Gas,-27784.31,
PROBE RESOURCES US LTD,Rents,Oil & Gas,990,
PROBE RESOURCES US LTD,Royalties,Gas,2441921.8,
PROBE RESOURCES US LTD,Royalties,Oil,63267.28,
PRODUCTION GATHERING COMPANY LP,Other Revenues,Oil & Gas,-7289.74,
PRODUCTION GATHERING COMPANY LP,Royalties,Gas,389856.06,
PURE PETROLEUM LLC,Other Revenues,N/A,436,
PURE PETROLEUM LLC,Other Revenues,Oil & Gas,183681.52,
QEP RESOURCES COMPANY,Bonus,Oil & Gas,23710,
QEP RESOURCES COMPANY,Other Revenues,N/A,1926,
QEP RESOURCES COMPANY,Other Revenues,Oil & Gas,-331054.73,
QEP RESOURCES COMPANY,Rents,Oil & Gas,463664.5,
QEP RESOURCES COMPANY,Royalties,Gas,64169851.53,
QEP RESOURCES COMPANY,Royalties,Oil,31484095.35,
QUESTAR CORP,Other Revenues,Oil & Gas,1248312.48,
QUESTAR CORP,Rents,Oil & Gas,16240.5,
QUESTAR CORP,Royalties,Gas,25627037.1,
QUESTAR CORP,Royalties,Oil,3955612.51,
QUICKSILVER RESOURCES INC,Other Revenues,Oil & Gas,-16135.21,
QUICKSILVER RESOURCES INC,Rents,Oil & Gas,172133.33,
QUICKSILVER RESOURCES INC,Royalties,Gas,13659.78,
QUICKSILVER RESOURCES INC,Royalties,Oil,57817.61,
R & R ROYALTY LTD,Bonus,Oil & Gas,1031086,
R & R ROYALTY LTD,Other Revenues,Oil & Gas,446.2,
R & R ROYALTY LTD,Rents,Oil & Gas,1301423.5,
RAAM GLOBAL ENERGY COMPANY,Inspection Fees,Oil & Gas,290200,
RAAM GLOBAL ENERGY COMPANY,Other Revenues,Oil & Gas,19653.81,
RAAM GLOBAL ENERGY COMPANY,Rents,Oil & Gas,127490,
RAAM GLOBAL ENERGY COMPANY,Royalties,Gas,694703.14,
RAAM GLOBAL ENERGY COMPANY,Royalties,Oil,3655534.42,
RAM POWER INC,Rents,Geothermal,313167,
RANCHO LOS ALAMOS LLC,Rents,Oil & Gas,167737,
RANGE PRODUCTION CORP,Other Revenues,N/A,864,
RANGE PRODUCTION CORP,Other Revenues,Oil & Gas,48418.86,
RANGE PRODUCTION CORP,Royalties,Gas,260518.42,
RANGE PRODUCTION CORP,Royalties,Oil,191025.4,
READ & STEVENS INC,Bonus,Oil & Gas,17776,
READ & STEVENS INC,Other Revenues,Oil & Gas,32480.02,
READ & STEVENS INC,Rents,Oil & Gas,18060.5,
READ & STEVENS INC,Royalties,Gas,650794.46,
READ & STEVENS INC,Royalties,Oil,1222782.46,
REAGAN SMITH ENERGY SOLUTIONS INC,Bonus,Oil & Gas,321014,
REAGAN SMITH ENERGY SOLUTIONS INC,Rents,Oil & Gas,646.5,
RED WILLOW PRODUCTION COMPANY,Other Revenues,N/A,214,
RED WILLOW PRODUCTION COMPANY,Other Revenues,Oil & Gas,-73747.52,
RED WILLOW PRODUCTION COMPANY,Royalties,Gas,236351.1,
REDWOLF PRODUCTION INC,Other Revenues,Oil & Gas,2496.21,
REDWOLF PRODUCTION INC,Royalties,Gas,16358.41,
REDWOLF PRODUCTION INC,Royalties,Oil,101920.07,
RELIANCE ENERGY INC,Other Revenues,Oil & Gas,320,
RELIANCE ENERGY INC,Rents,Oil & Gas,6322.5,
RELIANCE ENERGY INC,Royalties,Gas,80556.1,
RELIANCE ENERGY INC,Royalties,Oil,15366.47,
RENAISSANCE OFFSHORE LLC,Bonus,Oil & Gas,818900,
RENAISSANCE OFFSHORE LLC,Inspection Fees,Oil & Gas,388100,
RENAISSANCE OFFSHORE LLC,Other Revenues,Oil & Gas,1418046.57,
RENAISSANCE OFFSHORE LLC,Rents,Oil & Gas,44665,
RENAISSANCE OFFSHORE LLC,Royalties,Gas,1565306.12,
RENAISSANCE OFFSHORE LLC,Royalties,Oil,14042262,
REPSOL E&P USA INC,Bonus,Oil & Gas,611351,
REPSOL E&P USA INC,Rents,Oil & Gas,5699606.82,
REPSOL E&P USA INC,Royalties,Gas,963942.53,
REPSOL E&P USA INC,Royalties,Oil,43024090.87,
RETAMCO OPERATING INC,Bonus,Oil & Gas,310112.5,
RETAMCO OPERATING INC,Other Revenues,Oil & Gas,9260.36,
RETAMCO OPERATING INC,Rents,Oil & Gas,453133.58,
RETAMCO OPERATING INC,Royalties,Oil,7996.66,
RHINO RESOURCE PARTNERS LP,Rents,Coal,52193.13,
RHINO RESOURCE PARTNERS LP,Royalties,Coal,1686578.93,
RICHARDSON OIL,Other Revenues,Oil & Gas,21771.09,
RICHARDSON OIL,Rents,Oil & Gas,76744.25,
RICHARDSON OIL,Royalties,Gas,314278.85,
RICHARDSON OIL,Royalties,Oil,842598.43,
RIDGELAKE ENERGY INC,Bonus,Oil & Gas,290594,
RIDGELAKE ENERGY INC,Inspection Fees,Oil & Gas,17000,
RIDGELAKE ENERGY INC,Other Revenues,Oil & Gas,2876.96,
RIDGELAKE ENERGY INC,Rents,Oil & Gas,33499,
RIDGELAKE ENERGY INC,Royalties,Gas,257516.2,
RIDGELAKE ENERGY INC,Royalties,Oil,1112910.9,
RIDGEWOOD ENERGY CORP,Bonus,Oil & Gas,34900493,
RIDGEWOOD ENERGY CORP,Other Revenues,Oil & Gas,-363809.7,
RIDGEWOOD ENERGY CORP,Rents,Oil & Gas,253440,
RIDGEWOOD ENERGY CORP,Royalties,Gas,1811945.12,
RIDGEWOOD ENERGY CORP,Royalties,Oil,5175592.1,
RIM OPERATING INC,Other Revenues,N/A,214,
RIM OPERATING INC,Other Revenues,Oil & Gas,1403.3,
RIM OPERATING INC,Royalties,Gas,22261.61,
RIM OPERATING INC,Royalties,Oil,1366935.9,
RISING NATURAL RESOURCES LLC,Bonus,Oil & Gas,800000,
RISING NATURAL RESOURCES LLC,Rents,Oil & Gas,126720,
RIVERSTONE HOLDINGS LLC,Bonus,Oil & Gas,7442500,
RIVERSTONE HOLDINGS LLC,Other Revenues,Oil & Gas,6792.53,
RIVERSTONE HOLDINGS LLC,Rents,Oil & Gas,761326,
RIVERSTONE HOLDINGS LLC,Royalties,Gas,43479.66,
RIVERSTONE HOLDINGS LLC,Royalties,Oil,69194.52,
RKI EXPLORATION & PRODUCTION LLC,Other Revenues,Oil & Gas,1903078.98,
RKI EXPLORATION & PRODUCTION LLC,Royalties,Gas,3025062.82,
RKI EXPLORATION & PRODUCTION LLC,Royalties,Oil,13939222.95,
RMR OPERATING LLC,Other Revenues,Oil & Gas,1489,
RMR OPERATING LLC,Royalties,Gas,110790.96,
RMR OPERATING LLC,Royalties,Oil,908302.81,
ROBERT L BAYLESS PRODUCER,Bonus,Oil & Gas,35316,
ROBERT L BAYLESS PRODUCER,Other Revenues,Oil & Gas,13553.45,
ROBERT L BAYLESS PRODUCER,Rents,Oil & Gas,83042,
ROBERT L BAYLESS PRODUCER,Royalties,Gas,840225.1,
ROBERT L BAYLESS PRODUCER,Royalties,Oil,961023.79,
ROCKIES STANDARD OIL COMPANY LLC,Other Revenues,Oil & Gas,0,
ROCKIES STANDARD OIL COMPANY LLC,Rents,Oil & Gas,168699,
ROCKSOURCE GULF OF MEXICO CORPORATION,Rents,Oil & Gas,560313,
RODDY PRODUCTION COMPANY LLC,Other Revenues,Oil & Gas,-662.56,
RODDY PRODUCTION COMPANY LLC,Royalties,Gas,188439.57,
RODDY PRODUCTION COMPANY LLC,Royalties,Oil,3457.81,
ROOSTER OIL & GAS,Bonus,Oil & Gas,251172,
ROOSTER OIL & GAS,Other Revenues,Oil & Gas,-220399.23,
ROOSTER OIL & GAS,Rents,Oil & Gas,57582,
ROOSTER OIL & GAS,Royalties,Gas,1809666.4,
ROOSTER OIL & GAS,Royalties,Oil,7653520.4,
ROSETTA RESOURCES OPERATING LP,Other Revenues,N/A,761,
ROSETTA RESOURCES OPERATING LP,Other Revenues,Oil & Gas,13057,
ROSETTA RESOURCES OPERATING LP,Rents,Oil & Gas,4842,
ROSETTA RESOURCES OPERATING LP,Royalties,Gas,1518.18,
ROSETTA RESOURCES OPERATING LP,Royalties,Oil,377376.69,
ROSEWOOD RESOURCES INC,Other Revenues,Oil & Gas,13671.15,
ROSEWOOD RESOURCES INC,Rents,Oil & Gas,13138,
ROSEWOOD RESOURCES INC,Royalties,Gas,405425.77,
ROSEWOOD RESOURCES INC,Royalties,Oil,42424.95,
ROSS EXPLORATIONS INC,Other Revenues,Oil & Gas,5416.15,
ROSS EXPLORATIONS INC,Rents,Oil & Gas,36658,
ROSS EXPLORATIONS INC,Royalties,Gas,289874.47,
ROUNDTREE AND ASSOCIATES INC,Royalties,Oil,644590.52,
ROYAL HOLDINGS,Rents,Oil & Gas,279825,
ROYAL PRODUCTION COMPANY INC,Inspection Fees,Oil & Gas,34000,
ROYAL PRODUCTION COMPANY INC,Other Revenues,Oil & Gas,27015.2,
ROYAL PRODUCTION COMPANY INC,Rents,Oil & Gas,2250,
ROYAL PRODUCTION COMPANY INC,Royalties,Gas,936828.71,
ROYAL PRODUCTION COMPANY INC,Royalties,Oil,430154.89,
RYCKMAN CREEK RESOURCES LLC,Other Revenues,Oil & Gas,150918.77,
RYCKMAN CREEK RESOURCES LLC,Rents,Oil & Gas,2320,
SAGA PETROLEUM,Other Revenues,Oil & Gas,5439.4,
SAGA PETROLEUM,Rents,Oil & Gas,55184.55,
SAGA PETROLEUM,Royalties,Gas,502936.2,
SAGA PETROLEUM,Royalties,Oil,1040111.5,
SAMSON RESOURCES CO,Bonus,Oil & Gas,20800,
SAMSON RESOURCES CO,Other Revenues,N/A,428,
SAMSON RESOURCES CO,Other Revenues,Oil & Gas,478395.72,
SAMSON RESOURCES CO,Rents,Oil & Gas,1149281.5,
SAMSON RESOURCES CO,Royalties,Gas,14193792.73,
SAMSON RESOURCES CO,Royalties,Oil,12895495.23,
SAMSUNG C&T AMERICA INC,Other Revenues,Oil & Gas,35202.03,
SAMSUNG C&T AMERICA INC,Royalties,Gas,1499839.64,
SAMSUNG C&T AMERICA INC,Royalties,Oil,9621513.71,
SANDRIDGE ENERGY INC,Bonus,Oil & Gas,458360,
SANDRIDGE ENERGY INC,Civil Penalties,N/A,780300,
SANDRIDGE ENERGY INC,Inspection Fees,Oil & Gas,2805399.44,
SANDRIDGE ENERGY INC,Other Revenues,N/A,9789.47,
SANDRIDGE ENERGY INC,Other Revenues,Oil & Gas,-2287234.94,
SANDRIDGE ENERGY INC,Rents,Oil & Gas,261311,
SANDRIDGE ENERGY INC,Royalties,Gas,26161968.5,
SANDRIDGE ENERGY INC,Royalties,Oil,106835695.17,
SARATOGA RESOURCES INC,Bonus,Oil & Gas,880000,
SARATOGA RESOURCES INC,Rents,Oil & Gas,138705,
SCHALK DEVELOPMENT COMPANY,Other Revenues,Oil & Gas,351.99,
SCHALK DEVELOPMENT COMPANY,Royalties,Gas,283356.27,
SCHALK DEVELOPMENT COMPANY,Royalties,Oil,15604.62,
SCHALLA ROBERT A,Bonus,Oil & Gas,152010,
SCHALLA ROBERT A,Rents,Oil & Gas,4973,
SCHUTZ DOUG J,Bonus,Oil & Gas,1444800,
SCHUTZ DOUG J,Rents,Oil & Gas,12218.5,
SEARLES VALLEY MINERALS,Other Revenues,N/A,214,
SEARLES VALLEY MINERALS,Other Revenues,Potassium,0,
SEARLES VALLEY MINERALS,Other Revenues,Sodium,0,
SEARLES VALLEY MINERALS,Rents,Potassium,0,
SEARLES VALLEY MINERALS,Rents,Sodium,0,
SEARLES VALLEY MINERALS,Royalties,Other Commodities,8742199.96,
SEELEY OIL COMPANY,Other Revenues,Oil & Gas,76,
SEELEY OIL COMPANY,Rents,Oil & Gas,135,
SEELEY OIL COMPANY,Royalties,Gas,32362.32,
SEELEY OIL COMPANY,Royalties,Oil,281433.04,
SEQUEL ENERGY LLC,Other Revenues,Oil & Gas,-4719.33,
SEQUEL ENERGY LLC,Rents,Oil & Gas,800,
SEQUEL ENERGY LLC,Royalties,Gas,65264.04,
SEQUEL ENERGY LLC,Royalties,Oil,724542.72,
SETTLE S CRAIG,Rents,Oil & Gas,204344.5,
SG INTERESTS LTD,Bonus,Oil & Gas,160050,
SG INTERESTS LTD,Other Revenues,N/A,214,
SG INTERESTS LTD,Other Revenues,Oil & Gas,30435.97,
SG INTERESTS LTD,Rents,Oil & Gas,102856.5,
SG INTERESTS LTD,Royalties,Gas,550933.62,
SG INTERESTS LTD,Royalties,Oil,77922.46,
SHELL,Bonus,Oil & Gas,142512509,
SHELL,Inspection Fees,Oil & Gas,3742000,
SHELL,Other Revenues,N/A,771.99,
SHELL,Other Revenues,Oil & Gas,608250.77,
SHELL,Other Revenues,Sodium,6561,
SHELL,Rents,Oil & Gas,26654117.79,
SHELL,Rents,Oil Shale,932,
SHELL,Rents,Sodium,-6561,
SHELL,Royalties,Gas,91335088.57,
SHELL,Royalties,Oil,645998965.92,
SHERIDAN PRODUCTION COMPANY LLC,Other Revenues,Oil & Gas,26382.36,
SHERIDAN PRODUCTION COMPANY LLC,Rents,Oil & Gas,1446,
SHERIDAN PRODUCTION COMPANY LLC,Royalties,Gas,45141.02,
SHERIDAN PRODUCTION COMPANY LLC,Royalties,Oil,3714303.73,
